"RunningID","IUID","ScenStart","ScenFut","Endemicity"
2969,"COD13936","IA","65A.xIA","Endemic (under MDA)"
2970,"KEN54154","Rest","65A.IDA","Non-endemic"
2971,"COD13938","IA","65A.xIA","Endemic (under MDA)"
2972,"COD14262","IA","65A.xIA","Endemic (under MDA)"
2973,"COD14248","IA","65A.xIA","Endemic (under MDA)"
2974,"COD14258","Rest","65B.xxA","Non-endemic"
2975,"UGA49767","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2976,"UGA49714","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2977,"COG12813","Rest","65B.xxA","Endemic (under MDA)"
2978,"COD13904","Rest","65B.xxA","Non-endemic"
2979,"COD13921","Rest","65B.xxA","Non-endemic"
2980,"COG12789","Rest","65B.xxA","Endemic (under MDA)"
2981,"COD14225","IA","65A.xIA","Endemic (under MDA)"
2982,"COD14271","IA","65A.xIA","Endemic (under MDA)"
2983,"COD14263","IA","65A.xIA","Endemic (under MDA)"
2984,"UGA49709","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2985,"UGA49794","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2986,"KEN54241","Rest","65A.IDA","Non-endemic"
2987,"GNQ16422","Rest","65B.xxA","Endemic (MDA not delivered)"
2988,"CMR07588","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2989,"GAB20374","Rest","65B.xxA","Not reported"
2990,"COD14226","IA","65A.xIA","Endemic (under MDA)"
2991,"COD14261","IA","65A.xIA","Endemic (under MDA)"
2992,"COD14267","Rest","65B.xxA","Non-endemic"
2993,"COD14278","Rest","65B.xxA","Non-endemic"
2994,"COD14294","IA","65A.xIA","Endemic (under MDA)"
2995,"COD14255","Rest","65B.xxA","Non-endemic"
2996,"COD14272","IA","65A.xIA","Endemic (under MDA)"
2997,"UGA49720","IA","65A.xIA","Non-endemic"
2998,"UGA49765","IA","65A.xIA","Non-endemic"
2999,"UGA49715","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3000,"KEN54283","Rest","65A.IDA","Non-endemic"
3001,"GAB20376","Rest","65B.xxA","Not reported"
3002,"COD14218","IA","65A.xIA","Endemic (under MDA)"
3003,"UGA49711","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3004,"UGA49751","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3005,"KEN54286","Rest","65A.IDA","Non-endemic"
3006,"GNQ16418","Rest","65B.xxA","Endemic (MDA not delivered)"
3007,"GNQ16420","Rest","65B.xxA","Endemic (MDA not delivered)"
3008,"GNQ16419","Rest","65B.xxA","Endemic (MDA not delivered)"
3009,"COG12814","Rest","65B.xxA","Endemic (under MDA)"
3010,"COD13917","Rest","65B.xxA","Non-endemic"
3011,"COD14222","IA","65A.xIA","Endemic (under MDA)"
3012,"COD14286","Rest","65B.xxA","Non-endemic"
3013,"COD13912","Rest","65B.xxA","Endemic (under MDA)"
3014,"COD14291","IA","65A.xIA","Endemic (under MDA)"
3015,"COD13992","IA","65A.xIA","Endemic (under MDA)"
3016,"COD14240","IA","65A.xIA","Endemic (under MDA)"
3017,"COD14277","IA","65A.xIA","Endemic (under MDA)"
3018,"GNQ16421","Rest","65B.xxA","Endemic (MDA not delivered)"
3019,"COD13954","Rest","65B.xxA","Non-endemic"
3020,"UGA49733","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3021,"COD14253","IA","65A.xIA","Endemic (under MDA)"
3022,"UGA49743","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3023,"GNQ16426","Rest","65B.xxA","Endemic (MDA not delivered)"
3024,"COD13942","Rest","65B.xxA","Non-endemic"
3025,"COD14246","IA","65A.xIA","Endemic (under MDA)"
3026,"UGA49810","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3027,"COD13949","Rest","65B.xxA","Non-endemic"
3028,"COD14249","IA","65A.xIA","Endemic (under MDA)"
3029,"COD14224","IA","65A.xIA","Endemic (under MDA)"
3030,"COD14237","Rest","65B.xxA","Non-endemic"
3031,"COD14254","Rest","65B.xxA","Non-endemic"
3032,"UGA49778","IA","65A.xIA","Non-endemic"
3033,"KEN54288","Rest","65A.IDA","Non-endemic"
3034,"KEN54290","Rest","65A.IDA","Non-endemic"
3035,"GNQ16427","Rest","65B.xxA","Endemic (MDA not delivered)"
3036,"GAB20378","Rest","65B.xxA","Not reported"
3037,"COD14269","IA","65A.xIA","Endemic (under MDA)"
3038,"UGA49708","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3039,"COD14270","IA","65A.xIA","Endemic (under MDA)"
3040,"UGA49736","IA","65A.xIA","Non-endemic"
3041,"GNQ16417","Rest","65B.xxA","Endemic (MDA not delivered)"
3042,"KEN54285","Rest","65A.IDA","Non-endemic"
3043,"GNQ16424","Rest","65B.xxA","Endemic (MDA not delivered)"
3044,"COD13913","IA","65A.xIA","Endemic (under MDA)"
3045,"COD14280","IA","65A.xIA","Endemic (under MDA)"
3046,"UGA49791","IA","65A.xIA","Non-endemic"
3047,"UGA49812","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3048,"UGA49798","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3049,"STP39142","Rest","65A.IDA","Endemic (under MDA)"
3050,"COD14233","IA","65A.xIA","Endemic (under MDA)"
3051,"UGA49756","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3052,"GNQ16425","Rest","65B.xxA","Endemic (MDA not delivered)"
3053,"COD13925","IA","65A.xIA","Endemic (under MDA)"
3054,"COD14227","IA","65A.xIA","Endemic (under MDA)"
3055,"COD14250","IA","65A.xIA","Endemic (under MDA)"
3056,"UGA49768","IA","65A.xIA","Non-endemic"
3057,"KEN54006","Rest","65A.IDA","Non-endemic"
3058,"KEN54050","Rest","65A.IDA","Non-endemic"
3059,"COD14223","IA","65A.xIA","Endemic (under MDA)"
3060,"UGA49719","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3061,"UGA49728","IA","65A.xIA","Non-endemic"
3062,"KEN54289","Rest","65A.IDA","Non-endemic"
3063,"KEN54240","Rest","65A.IDA","Non-endemic"
3064,"GNQ16428","Rest","65B.xxA","Endemic (MDA not delivered)"
3065,"COD13935","IA","65A.xIA","Endemic (under MDA)"
3066,"UGA49760","IA","65A.xIA","Non-endemic"
3067,"COD14228","IA","65A.xIA","Endemic (under MDA)"
3068,"COD14281","IA","65A.xIA","Endemic (under MDA)"
3069,"UGA49795","IA","65A.xIA","Non-endemic"
3070,"UGA49732","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3071,"GNQ16423","Rest","65B.xxA","Endemic (MDA not delivered)"
3072,"UGA49761","IA","65A.xIA","Non-endemic"
3073,"UGA49727","IA","65A.xIA","Non-endemic"
3074,"GAB20365","Rest","65B.xxA","Not reported"
3075,"COG12822","Rest","65B.xxA","Endemic (under MDA)"
3076,"COD13941","IA","65A.xIA","Endemic (under MDA)"
3077,"COD13901","IA","65A.xIA","Endemic (under MDA)"
3078,"COD14242","Rest","65B.xxA","Non-endemic"
3079,"UGA49769","IA","65A.xIA","Non-endemic"
3080,"UGA49804","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3081,"KEN54030","Rest","65A.IDA","Non-endemic"
3082,"KEN54242","Rest","65A.IDA","Non-endemic"
3083,"COD13910","IA","65A.xIA","Endemic (under MDA)"
3084,"COD13956","IA","65A.xIA","Endemic (under MDA)"
3085,"UGA49746","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3086,"UGA49809","IA","65A.xIA","Non-endemic"
3087,"KEN54260","Rest","65A.IDA","Non-endemic"
3088,"GAB20364","Rest","65B.xxA","Not reported"
3089,"UGA49747","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3090,"KEN54262","Rest","65A.IDA","Non-endemic"
3091,"GNQ16416","Rest","65B.xxA","Endemic (MDA not delivered)"
3092,"COD14231","IA","65A.xIA","Endemic (under MDA)"
3093,"UGA49799","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3094,"UGA49819","IA","65A.xIA","Non-endemic"
3095,"UGA49763","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3096,"KEN54259","Rest","65A.IDA","Non-endemic"
3097,"KEN54031","Rest","65A.IDA","Non-endemic"
3098,"KEN54051","Rest","65A.IDA","Non-endemic"
3099,"UGA49752","IA","65A.xIA","Non-endemic"
3100,"COD14289","IA","65A.xIA","Endemic (under MDA)"
3101,"COD14244","Rest","65B.xxA","Endemic (under MDA)"
3102,"COD14292","Rest","65B.xxA","Endemic (under MDA)"
3103,"UGA49762","IA","65A.xIA","Non-endemic"
3104,"UGA49774","IA","65A.xIA","Non-endemic"
3105,"UGA49780","IA","65A.xIA","Non-endemic"
3106,"UGA49717","IA","65A.xIA","Non-endemic"
3107,"COD13924","IA","65A.xIA","Endemic (under MDA)"
3108,"COD14274","Rest","65B.xxA","Non-endemic"
3109,"UGA49773","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3110,"UGA49792","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3111,"UGA49716","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3112,"GAB20328","Rest","65B.xxA","Not reported"
3113,"GAB20375","Rest","65B.xxA","Not reported"
3114,"GAB20377","Rest","65B.xxA","Not reported"
3115,"UGA49820","IA","65A.xIA","Non-endemic"
3116,"KEN54263","Rest","65A.IDA","Non-endemic"
3117,"UGA49742","IA","65A.xIA","Non-endemic"
3118,"UGA49729","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3119,"UGA49777","IA","65A.xIA","Non-endemic"
3120,"KEN54016","Rest","65A.IDA","Non-endemic"
3121,"KEN54261","Rest","65A.IDA","Non-endemic"
3122,"KEN54002","Rest","65A.IDA","Non-endemic"
3123,"KEN54041","Rest","65A.IDA","Non-endemic"
3124,"COD14207","IA","65A.xIA","Endemic (under MDA)"
3125,"UGA49721","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3126,"UGA49757","IA","65A.xIA","Non-endemic"
3127,"UGA49738","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3128,"UGA49814","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3129,"KEN54274","Rest","65A.IDA","Non-endemic"
3130,"KEN54273","Rest","65A.IDA","Non-endemic"
3131,"COD13966","Rest","65B.xxA","Non-endemic"
3132,"UGA49790","IA","65A.xIA","Non-endemic"
3133,"KEN54018","Rest","65A.IDA","Non-endemic"
3134,"KEN54060","Rest","65A.IDA","Non-endemic"
3135,"KEN54028","Rest","65A.IDA","Non-endemic"
3136,"UGA49783","IA","65A.xIA","Non-endemic"
3137,"KEN54127","Rest","65A.IDA","Non-endemic"
3138,"COD14247","Rest","65B.xxA","Non-endemic"
3139,"COD14189","Rest","65B.xxA","Non-endemic"
3140,"KEN54017","Rest","65A.IDA","Non-endemic"
3141,"COD14283","IA","65A.xIA","Endemic (under MDA)"
3142,"COD14287","IA","65A.xIA","Endemic (under MDA)"
3143,"UGA49718","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3144,"KEN54026","Rest","65A.IDA","Non-endemic"
3145,"KEN54061","Rest","65A.IDA","Non-endemic"
3146,"GAB20329","Rest","65B.xxA","Not reported"
3147,"GAB20366","Rest","65B.xxA","Not reported"
3148,"COD14200","IA","65A.xIA","Endemic (under MDA)"
3149,"COD14199","Rest","65B.xxA","Non-endemic"
3150,"UGA49770","IA","65A.xIA","Non-endemic"
3151,"UGA49788","IA","65A.xIA","Non-endemic"
3152,"KEN54003","Rest","65A.IDA","Non-endemic"
3153,"KEN54126","Rest","65A.IDA","Non-endemic"
3154,"COD13947","IA","65A.xIA","Endemic (under MDA)"
3155,"COD14264","Rest","65B.xxA","Non-endemic"
3156,"KEN54275","Rest","65A.IDA","Non-endemic"
3157,"GAB20330","Rest","65B.xxA","Not reported"
3158,"GAB20331","Rest","65B.xxA","Not reported"
3159,"COD14259","IA","65A.xIA","Endemic (under MDA)"
3160,"COD14188","Rest","65B.xxA","Non-endemic"
3161,"COD14204","IA","65A.xIA","Endemic (under MDA)"
3162,"UGA49740","IA","65A.xIA","Non-endemic"
3163,"UGA49723","IA","65A.xIA","Non-endemic"
3164,"KEN54027","Rest","65A.IDA","Non-endemic"
3165,"KEN54025","Rest","65A.IDA","Non-endemic"
3166,"KEN54158","Rest","65A.IDA","Non-endemic"
3167,"UGA49748","IA","65A.xIA","Non-endemic"
3168,"UGA49815","IA","65A.xIA","Non-endemic"
3169,"KEN54014","Rest","65A.IDA","Non-endemic"
3170,"KEN54020","Rest","65A.IDA","Non-endemic"
3171,"KEN54063","Rest","65A.IDA","Non-endemic"
3172,"KEN54219","Rest","65A.IDA","Non-endemic"
3173,"KEN54271","Rest","65A.IDA","Non-endemic"
3174,"KEN54029","Rest","65A.IDA","Non-endemic"
3175,"KEN54001","Rest","65A.IDA","Non-endemic"
3176,"COD14293","IA","65A.xIA","Endemic (under MDA)"
3177,"COD14257","IA","65A.xIA","Non-endemic"
3178,"UGA49725","IA","65A.xIA","Non-endemic"
3179,"UGA49779","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3180,"KEN54270","Rest","65A.IDA","Non-endemic"
3181,"KEN54162","Rest","65A.IDA","Non-endemic"
3182,"KEN54157","Rest","65A.IDA","Non-endemic"
3183,"GAB20334","Rest","65B.xxA","Not reported"
3184,"GAB20363","Rest","65B.xxA","Not reported"
3185,"UGA49750","IA","65A.xIA","Non-endemic"
3186,"UGA49796","IA","65A.xIA","Endemic (under post-intervention surveillance)"
3187,"KEN54024","Rest","65A.IDA","Non-endemic"
3188,"KEN54272","Rest","65A.IDA","Non-endemic"
3189,"GAB20332","Rest","65B.xxA","Not reported"
3190,"COD14284","IA","65A.xIA","Endemic (under MDA)"
3191,"KEN54022","Rest","65A.IDA","Non-endemic"
3192,"KEN54037","Rest","65A.IDA","Non-endemic"
3193,"STP39147","Rest","65A.IDA","Endemic (under MDA)"
3194,"COG12775","Rest","65B.xxA","Endemic (under MDA)"
3195,"COD13950","IA","65A.xIA","Endemic (under MDA)"
3196,"COD14182","Rest","65B.xxA","Non-endemic"
3197,"UGA49789","IA","65A.xIA","Non-endemic"
3198,"KEN54065","Rest","65A.IDA","Non-endemic"
3199,"KEN54068","Rest","65A.IDA","Non-endemic"
3200,"KEN54217","Rest","65A.IDA","Non-endemic"
3201,"KEN54005","Rest","65A.IDA","Non-endemic"
3202,"STP39146","Rest","65A.IDA","Endemic (under MDA)"
3203,"STP39148","Rest","65A.IDA","Endemic (under MDA)"
3204,"COD14211","Rest","65B.xxA","Non-endemic"
3205,"UGA49735","IA","65A.xIA","Non-endemic"
3206,"KEN54023","Rest","65A.IDA","Non-endemic"
3207,"KEN54163","Rest","65A.IDA","Non-endemic"
3208,"KEN54036","Rest","65A.IDA","Non-endemic"
3209,"STP39144","Rest","65A.IDA","Endemic (under MDA)"
3210,"COG12773","Rest","65B.xxA","Non-endemic"
3211,"COD13957","IA","65A.xIA","Endemic (under MDA)"
3212,"COD14290","IA","65A.xIA","Endemic (under MDA)"
3213,"COD14203","IA","65A.xIA","Endemic (under MDA)"
3214,"UGA49730","IA","65A.xIA","Non-endemic"
3215,"UGA49731","IA","65A.xIA","Non-endemic"
3216,"KEN54247","Rest","65A.IDA","Non-endemic"
3217,"KEN54155","Rest","65A.IDA","Non-endemic"
3218,"STP39145","Rest","65A.IDA","Endemic (under MDA)"
3219,"GAB20333","Rest","65B.xxA","Not reported"
3220,"GAB20369","Rest","65B.xxA","Not reported"
3221,"UGA49811","IA","65A.xIA","Non-endemic"
3222,"KEN54218","Rest","65A.IDA","Non-endemic"
3223,"KEN54215","Rest","65A.IDA","Non-endemic"
3224,"GAB20347","Rest","65B.xxA","Not reported"
3225,"COD13905","Rest","65B.xxA","Non-endemic"
3226,"COD14197","Rest","65B.xxA","Non-endemic"
3227,"UGA49764","IA","65A.xIA","Non-endemic"
3228,"KEN54277","Rest","65A.IDA","Non-endemic"
3229,"KEN54220","Rest","65A.IDA","Non-endemic"
3230,"KEN54004","Rest","65A.IDA","Non-endemic"
3231,"KEN54214","Rest","65A.IDA","Non-endemic"
3232,"KEN54156","Rest","65A.IDA","Non-endemic"
3233,"KEN54159","Rest","65A.IDA","Non-endemic"
3234,"COD13909","Rest","65B.xxA","Non-endemic"
3235,"COD14191","IA","65A.xIA","Endemic (under MDA)"
3236,"UGA49737","IA","65A.xIA","Non-endemic"
3237,"KEN54021","Rest","65A.IDA","Non-endemic"
3238,"KEN54160","Rest","65A.IDA","Non-endemic"
3239,"KEN54243","Rest","65A.IDA","Non-endemic"
3240,"KEN54216","Rest","65A.IDA","Non-endemic"
3241,"KEN54231","Rest","65A.IDA","Non-endemic"
3242,"KEN54128","Rest","65A.IDA","Non-endemic"
3243,"COD13908","IA","65A.xIA","Endemic (under MDA)"
3244,"COD13948","IA","65A.xIA","Endemic (under MDA)"
3245,"UGA49758","IA","65A.xIA","Non-endemic"
3246,"KEN54245","Rest","65A.IDA","Non-endemic"
3247,"KEN54221","Rest","65A.IDA","Non-endemic"
3248,"KEN54258","Rest","65A.IDA","Non-endemic"
3249,"GAB20344","Rest","65B.xxA","Not reported"
3250,"COD13944","Rest","65B.xxA","Endemic (under MDA)"
3251,"COD13930","IA","65A.xIA","Endemic (under MDA)"
3252,"COD14201","Rest","65B.xxA","Non-endemic"
3253,"UGA49726","IA","65A.xIA","Non-endemic"
3254,"KEN54244","Rest","65A.IDA","Non-endemic"
3255,"KEN54072","Rest","65A.IDA","Non-endemic"
3256,"KEN54232","Rest","65A.IDA","Non-endemic"
3257,"KEN54039","Rest","65A.IDA","Non-endemic"
3258,"COD13902","Rest","65B.xxA","Endemic (under MDA)"
3259,"COD14179","Rest","65B.xxA","Non-endemic"
3260,"UGA49776","IA","65A.xIA","Non-endemic"
3261,"KEN54110","Rest","65A.IDA","Non-endemic"
3262,"KEN54234","Rest","65A.IDA","Non-endemic"
3263,"KEN54161","Rest","65A.IDA","Non-endemic"
3264,"KEN54253","Rest","65A.xDA","Endemic (MDA not delivered)"
3265,"COD14198","Rest","65B.xxA","Non-endemic"
3266,"UGA49808","IA","65A.xIA","Non-endemic"
3267,"KEN54108","Rest","65A.IDA","Non-endemic"
3268,"KEN54073","Rest","65A.IDA","Non-endemic"
3269,"KEN54206","Rest","65A.IDA","Non-endemic"
3270,"KEN54120","Rest","65A.IDA","Non-endemic"
3271,"COD13939","Rest","65B.xxA","Non-endemic"
3272,"COD14273","IA","65A.xIA","Endemic (under MDA)"
3273,"COD14208","Rest","65B.xxA","Non-endemic"
3274,"KEN54246","Rest","65A.IDA","Non-endemic"
3275,"KEN54113","Rest","65A.IDA","Non-endemic"
3276,"KEN54109","Rest","65A.IDA","Non-endemic"
3277,"KEN54112","Rest","65A.IDA","Non-endemic"
3278,"KEN54202","Rest","65A.IDA","Non-endemic"
3279,"COD14171","IA","65A.xIA","Endemic (under MDA)"
3280,"COD14192","Rest","65B.xxA","Non-endemic"
3281,"KEN54074","Rest","65A.IDA","Non-endemic"
3282,"KEN54256","Rest","65A.IDA","Non-endemic"
3283,"UGA49724","IA","65A.xIA","Non-endemic"
3284,"UGA49785","IA","65A.xIA","Non-endemic"
3285,"KEN54208","Rest","65A.IDA","Non-endemic"
3286,"KEN54233","Rest","65A.IDA","Non-endemic"
3287,"COG12768","Rest","65B.xxA","Endemic (under MDA)"
3288,"UGA49786","IA","65A.xIA","Non-endemic"
3289,"UGA49745","IA","65A.xIA","Non-endemic"
3290,"KEN54111","Rest","65A.IDA","Non-endemic"
3291,"KEN54069","Rest","65A.IDA","Non-endemic"
3292,"KEN54230","Rest","65A.IDA","Non-endemic"
3293,"COD13959","IA","65A.xIA","Endemic (under MDA)"
3294,"UGA49775","IA","65A.xIA","Non-endemic"
3295,"KEN54213","Rest","65A.IDA","Non-endemic"
3296,"KEN54257","Rest","65A.IDA","Non-endemic"
3297,"KEN54038","Rest","65A.IDA","Non-endemic"
3298,"GAB20335","IA","65A.xIA","Not reported"
3299,"KEN54048","Rest","65A.IDA","Non-endemic"
3300,"KEN54044","Rest","65A.IDA","Non-endemic"
3301,"KEN54211","Rest","65A.IDA","Non-endemic"
3302,"KEN54204","Rest","65A.IDA","Non-endemic"
3303,"KEN54235","Rest","65A.IDA","Non-endemic"
3304,"GAB20346","Rest","65B.xxA","Not reported"
3305,"UGA49806","IA","65A.xIA","Non-endemic"
3306,"UGA49722","IA","65A.xIA","Non-endemic"
3307,"KEN54043","Rest","65A.IDA","Non-endemic"
3308,"KEN54070","Rest","65A.IDA","Non-endemic"
3309,"KEN54239","Rest","65A.IDA","Non-endemic"
3310,"KEN54237","Rest","65A.IDA","Non-endemic"
3311,"KEN54095","Rest","65A.IDA","Non-endemic"
3312,"KEN54094","Rest","65A.IDA","Non-endemic"
3313,"KEN54033","Rest","65A.IDA","Non-endemic"
3314,"KEN54035","Rest","65A.IDA","Non-endemic"
3315,"COG12829","Rest","65B.xxA","Non-endemic"
3316,"UGA49813","IA","65A.xIA","Non-endemic"
3317,"UGA49807","IA","65A.xIA","Non-endemic"
3318,"KEN54045","Rest","65A.IDA","Non-endemic"
3319,"KEN54010","Rest","65A.IDA","Non-endemic"
3320,"KEN54207","Rest","65A.IDA","Non-endemic"
3321,"KEN54034","Rest","65A.IDA","Non-endemic"
3322,"COD14183","Rest","65B.xxA","Non-endemic"
3323,"KEN54049","Rest","65A.IDA","Non-endemic"
3324,"KEN54047","Rest","65A.IDA","Non-endemic"
3325,"KEN54223","Rest","65A.IDA","Non-endemic"
3326,"GAB20373","Rest","65B.xxA","Not reported"
3327,"COD13914","IA","65A.xIA","Endemic (under MDA)"
3328,"COD14256","Rest","65B.xxA","Non-endemic"
3329,"UGA49787","IA","65A.xIA","Non-endemic"
3330,"KEN54042","Rest","65A.IDA","Non-endemic"
3331,"KEN54071","Rest","65A.IDA","Non-endemic"
3332,"KEN54238","Rest","65A.IDA","Non-endemic"
3333,"GAB20345","Rest","65B.xxA","Not reported"
3334,"COD13931","Rest","65B.xxA","Non-endemic"
3335,"COD14212","IA","65A.xIA","Endemic (under MDA)"
3336,"KEN54046","Rest","65A.IDA","Non-endemic"
3337,"KEN54229","Rest","65A.IDA","Non-endemic"
3338,"KEN54096","Rest","65A.IDA","Non-endemic"
3339,"KEN54032","Rest","65A.IDA","Non-endemic"
3340,"GAB20368","Rest","65B.xxA","Not reported"
3341,"COD13928","Rest","65B.xxA","Non-endemic"
3342,"COD14193","Rest","65B.xxA","Non-endemic"
3343,"UGA49749","IA","65A.xIA","Non-endemic"
3344,"UGA49739","IA","65A.xIA","Non-endemic"
3345,"KEN54011","Rest","65A.IDA","Non-endemic"
3346,"KEN54184","Rest","65A.IDA","Non-endemic"
3347,"KEN54236","Rest","65A.IDA","Non-endemic"
3348,"KEN54097","Rest","65A.IDA","Non-endemic"
3349,"GAB20348","Rest","65B.xxA","Not reported"
3350,"KEN54168","Rest","65A.IDA","Non-endemic"
3351,"KEN54225","Rest","65A.IDA","Non-endemic"
3352,"KEN54007","Rest","65A.IDA","Non-endemic"
3353,"KEN54224","Rest","65A.IDA","Non-endemic"
3354,"KEN54209","Rest","65A.IDA","Non-endemic"
3355,"KEN54180","Rest","65A.IDA","Non-endemic"
3356,"KEN54182","Rest","65A.IDA","Non-endemic"
3357,"KEN54119","Rest","65A.IDA","Non-endemic"
3358,"GAB20367","Rest","65B.xxA","Not reported"
3359,"COD13951","IA","65A.xIA","Endemic (under MDA)"
