"RunningID","IUID","ScenStart","ScenFut","Endemicity"
1005,"BFA05372","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1006,"NGA36895","IA","65A.xIA","Endemic (under MDA)"
1007,"NGA36683","IA","65A.xIA","Endemic (under MDA)"
1008,"NGA36685","IA","65A.xIA","Endemic (under MDA)"
1009,"NGA36698","IA","65A.xIA","Non-endemic"
1010,"NGA36441","IA","65A.xIA","Endemic (under MDA)"
1011,"SDN53315","IA","65A.xIA","Requiring PC"
1012,"SDN53336","IA","65A.xIA","Requiring PC"
1013,"ETH18552","IA","65A.xIA","Non-endemic"
1014,"GIN22636","IA","65A.xIA","Endemic (MDA not delivered)"
1015,"NGA36626","IA","65A.xIA","Endemic (under MDA)"
1016,"CMR07482","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1017,"SDN53235","IA","65A.xIA","Requiring PC"
1018,"ETH18618","IA","65A.xIA","Non-endemic"
1019,"GNB23676","IA","65A.xIA","Not reported"
1020,"GNB23670","IA","65A.xIA","Not reported"
1021,"GNB23757","IA","65A.xIA","Not reported"
1022,"GNB23759","IA","65A.xIA","Not reported"
1023,"GIN22611","IA","65A.xIA","Endemic (MDA not delivered)"
1024,"NGA36445","IA","65A.xIA","Endemic (under MDA)"
1025,"SDN53231","IA","65A.xIA","Requiring PC"
1026,"SDN53218","IA","65A.xIA","Requiring PC"
1027,"ETH18696","IA","65A.xIA","Non-endemic"
1028,"ETH18653","IA","65A.xIA","Non-endemic"
1029,"GNB23753","IA","65A.xIA","Not reported"
1030,"GIN22631","IA","65A.xIA","Endemic (MDA not delivered)"
1031,"NGA36701","IA","65A.xIA","Endemic (under MDA)"
1032,"NGA36716","IA","65A.xIA","Endemic (under MDA)"
1033,"NGA36621","IA","65A.xIA","Endemic (under MDA)"
1034,"NGA37087","IA","65A.xIA","Endemic (under MDA)"
1035,"TCD10750","IA","65A.xIA","Endemic (under MDA)"
1036,"SDN53238","IA","65A.xIA","Requiring PC"
1037,"SDN53333","IA","65A.xIA","Requiring PC"
1038,"ETH18609","IA","65A.xIA","Non-endemic"
1039,"ETH18565","IA","65A.xIA","Non-endemic"
1040,"ETH18529","IA","65A.xIA","Non-endemic"
1041,"GNB23673","IA","65A.xIA","Not reported"
1042,"GNB23643","IA","65A.xIA","Not reported"
1043,"GNB23674","IA","65A.xIA","Not reported"
1044,"BFA05356","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1045,"BEN03236","IA","65A.xIA","Non-endemic"
1046,"NGA36803","IA","65A.xIA","Endemic (under MDA)"
1047,"NGA36703","IA","65A.xIA","Endemic (under MDA)"
1048,"SDN53324","IA","65A.xIA","Unknown"
1049,"ETH18701","IA","65A.xIA","Endemic (under MDA)"
1050,"ETH18593","IA","65A.xIA","Non-endemic"
1051,"GNB23755","IA","65A.xIA","Not reported"
1052,"GIN22610","IA","65A.xIA","Endemic (MDA not delivered)"
1053,"BFA05373","IA","65A.xIA","Endemic (under MDA)"
1054,"GHA21531","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1055,"GHA21530","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1056,"TGO48701","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1057,"NGA36878","IA","65A.xIA","Endemic (under MDA)"
1058,"NGA36889","IA","65A.xIA","Endemic (under MDA)"
1059,"NGA36697","IA","65A.xIA","Endemic (under MDA)"
1060,"SDN53323","IA","65A.xIA","Unknown"
1061,"ETH18663","IA","65A.xIA","Non-endemic"
1062,"ETH18651","IA","65A.xIA","Non-endemic"
1063,"ETH18649","IA","65A.xIA","Non-endemic"
1064,"ETH18601","IA","65A.xIA","Non-endemic"
1065,"ETH18520","IA","65A.xIA","Non-endemic"
1066,"GHA21532","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1067,"GHA21542","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1068,"BEN03221","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1069,"CMR07484","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1070,"CMR07498","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1071,"TCD10747","IA","65A.xIA","Non-endemic"
1072,"SDN53337","IA","65A.xIA","Requiring PC"
1073,"ETH18703","IA","65A.xIA","Non-endemic"
1074,"ETH18607","IA","65A.xIA","Non-endemic"
1075,"ETH18556","IA","65A.xIA","Non-endemic"
1076,"ETH18589","IA","65A.xIA","Non-endemic"
1077,"ETH19048","IA","65A.xIA","Non-endemic"
1078,"GIN22620","IA","65A.xIA","Endemic (MDA not delivered)"
1079,"MLI30021","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1080,"TGO48705","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1081,"NGA36798","IA","65A.xIA","Endemic (under MDA)"
1082,"NGA36434","IA","65A.xIA","Endemic (under MDA)"
1083,"NGA36482","IA","65A.xIA","Endemic (under MDA)"
1084,"CMR07473","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1085,"CMR07486","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1086,"SDN53353","IA","65A.xIA","Requiring PC"
1087,"ETH18689","IA","65A.xIA","Non-endemic"
1088,"ETH18549","IA","65A.xIA","Non-endemic"
1089,"ETH18577","IA","65A.xIA","Non-endemic"
1090,"ETH18631","IA","65A.xIA","Non-endemic"
1091,"ETH18543","IA","65A.xIA","Non-endemic"
1092,"BFA05320","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1093,"GHA21549","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1094,"GHA21546","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1095,"GHA21551","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1096,"GHA21550","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1097,"GHA21540","IA","65A.xIA","Endemic (under MDA)"
1098,"GHA21539","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1099,"GHA21534","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1100,"GHA21538","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1101,"TGO48702","IA","65A.xIA","Non-endemic"
1102,"NGA36876","IA","65A.xIA","Endemic (MDA not delivered)"
1103,"NGA36686","IA","65A.xIA","Endemic (under MDA)"
1104,"NGA36622","IA","65A.xIA","Endemic (under MDA)"
1105,"NGA36483","IA","65A.xIA","Non-endemic"
1106,"SDN53310","IA","65A.xIA","Unknown"
1107,"SDN53309","IA","65A.xIA","Unknown"
1108,"SDN53347","IA","65A.xIA","Unknown"
1109,"ETH18681","IA","65A.xIA","Non-endemic"
1110,"ETH18534","IA","65A.xIA","Non-endemic"
1111,"TCD10714","IA","65A.xIA","Endemic (under MDA)"
1112,"CAF09659","IA","65A.xIA","Endemicity unknown"
1113,"ETH18612","IA","65A.xIA","Non-endemic"
1114,"ETH18540","IA","65A.xIA","Non-endemic"
1115,"ETH18513","IA","65A.xIA","Non-endemic"
1116,"ETH19044","IA","65A.xIA","Non-endemic"
1117,"ETH19070","IA","65A.xIA","Non-endemic"
1118,"ETH19084","IA","65A.xIA","Non-endemic"
1119,"GHA21541","IA","65A.xIA","Endemic (under MDA)"
1120,"BEN03219","IA","65A.xIA","Non-endemic"
1121,"NGA36363","IA","65A.xIA","Non-endemic"
1122,"CMR07489","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1123,"SDN53312","IA","65A.xIA","Unknown"
1124,"SDN53327","IA","65A.xIA","Requiring PC"
1125,"ETH18691","IA","65A.xIA","Non-endemic"
1126,"ETH18606","IA","65A.xIA","Non-endemic"
1127,"ETH18613","IA","65A.xIA","Non-endemic"
1128,"ETH18683","IA","65A.xIA","Non-endemic"
1129,"GIN22605","IA","65A.xIA","Non-endemic"
1130,"BFA05318","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1131,"GHA21536","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1132,"GHA21533","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1133,"TCD10753","IA","65A.xIA","Non-endemic"
1134,"TCD10668","Rest","65B.xxA","Non-endemic"
1135,"ETH18702","IA","65A.xIA","Endemic (MDA not delivered)"
1136,"ETH18561","IA","65A.xIA","Endemic (under MDA)"
1137,"ETH18629","IA","65A.xIA","Non-endemic"
1138,"ETH18585","IA","65A.xIA","Non-endemic"
1139,"ETH18569","IA","65A.xIA","Non-endemic"
1140,"BFA05319","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1141,"TGO48704","IA","65A.xIA","Non-endemic"
1142,"NGA36444","IA","65A.xIA","Endemic (under MDA)"
1143,"NGA36479","IA","65A.xIA","Endemic (under MDA)"
1144,"CMR07494","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1145,"CMR07500","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1146,"SDN53325","IA","65A.xIA","Non-endemic"
1147,"SSD44379","IA","65A.xIA","Endemic (MDA not delivered)"
1148,"ETH18695","IA","65A.xIA","Non-endemic"
1149,"ETH18560","IA","65A.xIA","Non-endemic"
1150,"ETH18588","IA","65A.xIA","Non-endemic"
1151,"ETH18943","IA","65A.xIA","Non-endemic"
1152,"GIN22617","IA","65A.xIA","Non-endemic"
1153,"NGA36684","Rest","65B.xxA","Non-endemic"
1154,"CMR07490","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1155,"ETH18682","IA","65A.xIA","Non-endemic"
1156,"ETH18619","IA","65A.xIA","Non-endemic"
1157,"CIV15401","IA","65A.xIA","Endemic (under MDA)"
1158,"BFA05374","IA","65A.xIA","Endemic (under MDA)"
1159,"GHA21547","IA","65A.xIA","Endemic (under MDA)"
1160,"GHA21545","IA","65A.xIA","Endemic (under MDA)"
1161,"GHA21543","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1162,"BEN03226","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1163,"NGA36888","IA","65A.xIA","Endemic (under MDA)"
1164,"NGA36366","IA","65A.xIA","Endemic (under MDA)"
1165,"TCD10667","IA","65A.xIA","Non-endemic"
1166,"ETH18559","IA","65A.xIA","Non-endemic"
1167,"ETH18600","IA","65A.xIA","Non-endemic"
1168,"ETH18542","IA","65A.xIA","Non-endemic"
1169,"GHA21504","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1170,"TGO48703","IA","65A.xIA","Non-endemic"
1171,"NGA36885","IA","65A.xIA","Endemic (under MDA)"
1172,"NGA36439","Rest","65B.xxA","Non-endemic"
1173,"NGA36625","IA","65A.xIA","Endemic (under MDA)"
1174,"CMR07499","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1175,"SSD44375","IA","65A.xIA","Endemic (MDA not delivered)"
1176,"ETH18675","IA","65A.xIA","Non-endemic"
1177,"ETH18581","IA","65A.xIA","Non-endemic"
1178,"ETH18662","IA","65A.xIA","Non-endemic"
1179,"ETH18573","IA","65A.xIA","Non-endemic"
1180,"ETH18590","IA","65A.xIA","Non-endemic"
1181,"ETH18511","IA","65A.xIA","Non-endemic"
1182,"ETH19110","IA","65A.xIA","Non-endemic"
1183,"GHA21508","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1184,"BEN03218","IA","65A.xIA","Non-endemic"
1185,"BEN03237","IA","65A.xIA","Non-endemic"
1186,"NGA36896","IA","65A.xIA","Endemic (under MDA)"
1187,"NGA36691","IA","65A.xIA","Endemic (under MDA)"
1188,"NGA36696","IA","65A.xIA","Endemic (MDA not delivered)"
1189,"NGA36699","IA","65A.xIA","Endemic (under MDA)"
1190,"NGA36481","IA","65A.xIA","Non-endemic"
1191,"NGA36489","IA","65A.xIA","Endemic (under MDA)"
1192,"CMR07491","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1193,"CMR07496","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1194,"ETH18632","IA","65A.xIA","Non-endemic"
1195,"ETH18544","IA","65A.xIA","Non-endemic"
1196,"ETH18509","IA","65A.xIA","Non-endemic"
1197,"GIN22622","IA","65A.xIA","Endemic (MDA not delivered)"
1198,"GHA21537","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1199,"NGA36628","IA","65A.xIA","Endemic (under MDA)"
1200,"NGA36495","IA","65A.xIA","Non-endemic"
1201,"ETH18522","IA","65A.xIA","Non-endemic"
1202,"GIN22615","IA","65A.xIA","Endemic (MDA not delivered)"
1203,"GHA21527","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1204,"BEN03224","IA","65A.xIA","Non-endemic"
1205,"BEN03242","IA","65A.xIA","Non-endemic"
1206,"BEN03235","IA","65A.xIA","Non-endemic"
1207,"NGA36894","IA","65A.xIA","Endemic (under MDA)"
1208,"NGA36360","IA","65A.xIA","Non-endemic"
1209,"ETH18546","IA","65A.xIA","Non-endemic"
1210,"ETH18659","IA","65A.xIA","Non-endemic"
1211,"ETH18614","IA","65A.xIA","Non-endemic"
1212,"GIN22614","IA","65A.xIA","Non-endemic"
1213,"GHA21544","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1214,"NGA36694","IA","65A.xIA","Non-endemic"
1215,"NGA36428","Rest","65B.xxA","Non-endemic"
1216,"CMR07492","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1217,"CMR07501","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1218,"TCD10717","IA","65A.xIA","Endemic (under MDA)"
1219,"ETH18698","IA","65A.xIA","Endemic (MDA not delivered)"
1220,"ETH18636","IA","65A.xIA","Non-endemic"
1221,"CIV15382","IA","65A.xIA","Non-endemic"
1222,"CIV15400","IA","65A.xIA","Endemic (under MDA)"
1223,"GHA21548","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1224,"BEN03217","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1225,"BEN03222","IA","65A.xIA","Non-endemic"
1226,"NGA36367","IA","65A.xIA","Endemic (under MDA)"
1227,"CMR07493","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1228,"CMR07479","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1229,"CMR07488","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1230,"TCD10720","IA","65A.xIA","Endemic (under MDA)"
1231,"ETH18693","IA","65A.xIA","Endemic (MDA not delivered)"
1232,"ETH18699","IA","65A.xIA","Endemic (MDA not delivered)"
1233,"ETH18587","IA","65A.xIA","Non-endemic"
1234,"GHA21506","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1235,"NGA36618","Rest","65B.xxA","Non-endemic"
1236,"NGA36357","IA","65A.xIA","Endemic (under MDA)"
1237,"CMR07475","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1238,"ETH18704","IA","65A.xIA","Endemic (under MDA)"
1239,"ETH18605","IA","65A.xIA","Non-endemic"
1240,"ETH18538","IA","65A.xIA","Non-endemic"
1241,"ETH18617","IA","65A.xIA","Non-endemic"
1242,"CIV15399","IA","65A.xIA","Endemic (under MDA)"
1243,"GHA21513","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1244,"GHA21509","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1245,"CMR07481","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1246,"SSD44402","IA","65A.xIA","Non-endemic"
1247,"ETH18563","IA","65A.xIA","Non-endemic"
1248,"ETH18826","IA","65A.xIA","Non-endemic"
1249,"ETH18642","IA","65A.xIA","Non-endemic"
1250,"GHA21552","IA","65A.xIA","Endemic (under MDA)"
1251,"NGA37002","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1252,"NGA36623","IA","65A.xIA","Endemic (under MDA)"
1253,"NGA36504","IA","65A.xIA","Endemic (under MDA)"
1254,"CMR07497","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1255,"CMR07502","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1256,"ETH18866","IA","65A.xIA","Non-endemic"
1257,"ETH18760","IA","65A.xIA","Endemic (MDA not delivered)"
1258,"ETH18579","IA","65A.xIA","Non-endemic"
1259,"ETH18637","IA","65A.xIA","Non-endemic"
1260,"BFA53007","IA","65A.xIA","Endemic (under MDA)"
1261,"NGA36427","IA","65A.xIA","Endemic (under MDA)"
1262,"NGA36370","IA","65A.xIA","Endemic (under MDA)"
1263,"CMR07480","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1264,"CMR07478","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1265,"ETH18686","IA","65A.xIA","Endemic (MDA not delivered)"
1266,"CIV15397","IA","65A.xIA","Endemic (under MDA)"
1267,"CIV15398","IA","65A.xIA","Endemic (under MDA)"
1268,"BEN03239","IA","65A.xIA","Non-endemic"
1269,"NGA36890","IA","65A.xIA","Endemic (under MDA)"
1270,"NGA36368","IA","65A.xIA","Endemic (under MDA)"
1271,"CMR07474","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1272,"CMR07477","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1273,"TCD10735","IA","65A.xIA","Endemic (under MDA)"
1274,"SSD44370","Rest","65B.xxA","Non-endemic"
1275,"SSD44372","IA","65A.xIA","Endemic (MDA not delivered)"
1276,"ETH18847","IA","65A.xIA","Non-endemic"
1277,"ETH18550","IA","65A.xIA","Non-endemic"
1278,"ETH18639","IA","65A.xIA","Non-endemic"
1279,"BFA05371","IA","65A.xIA","Endemic (under MDA)"
1280,"GHA21554","IA","65A.xIA","Endemic (under MDA)"
1281,"GHA21510","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1282,"TGO48675","IA","65A.xIA","Non-endemic"
1283,"NGA36443","IA","65A.xIA","Endemic (under MDA)"
1284,"CMR07535","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1285,"CMR07533","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1286,"ETH18638","IA","65A.xIA","Non-endemic"
1287,"GHA21553","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1288,"NGA36690","IA","65A.xIA","Endemic (MDA not delivered)"
1289,"NGA36364","IA","65A.xIA","Endemic (under MDA)"
1290,"SSD44383","IA","65A.xIA","Non-endemic"
1291,"ETH18640","IA","65A.xIA","Non-endemic"
1292,"ETH18621","IA","65A.xIA","Non-endemic"
1293,"ETH19059","IA","65A.xIA","Non-endemic"
1294,"ETH19047","IA","65A.xIA","Non-endemic"
1295,"GHA21520","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1296,"NGA36828","IA","65A.xIA","Endemic (under MDA)"
1297,"NGA36837","IA","65A.xIA","Endemic (under MDA)"
1298,"NGA36704","IA","65A.xIA","Endemic (under MDA)"
1299,"NGA36432","Rest","65B.xxA","Non-endemic"
1300,"NGA36619","IA","65A.xIA","Endemic (under MDA)"
1301,"ETH19029","IA","65A.xIA","Non-endemic"
1302,"ETH18528","IA","65A.xIA","Non-endemic"
1303,"TGO48674","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1304,"BEN03252","IA","65A.xIA","Non-endemic"
1305,"NGA36892","Rest","65B.xxA","Non-endemic"
1306,"CMR07528","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1307,"SSD44371","IA","65A.xIA","Endemic (MDA not delivered)"
1308,"ETH18687","IA","65A.xIA","Non-endemic"
1309,"ETH18899","IA","65A.xIA","Endemic (MDA not delivered)"
1310,"ETH18913","IA","65A.xIA","Non-endemic"
1311,"ETH18905","IA","65A.xIA","Non-endemic"
1312,"ETH18648","IA","65A.xIA","Non-endemic"
1313,"ETH18667","IA","65A.xIA","Non-endemic"
1314,"GHA21517","IA","65A.xIA","Endemic (under MDA)"
1315,"TGO48673","IA","65A.xIA","Non-endemic"
1316,"BEN03251","IA","65A.xIA","Non-endemic"
1317,"BEN03238","IA","65A.xIA","Non-endemic"
1318,"NGA37005","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1319,"NGA37004","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1320,"NGA36620","IA","65A.xIA","Endemic (under MDA)"
1321,"NGA36624","IA","65A.xIA","Endemic (under MDA)"
1322,"NGA36359","IA","65A.xIA","Endemic (under MDA)"
1323,"NGA36371","IA","65A.xIA","Endemic (under MDA)"
1324,"ETH18684","IA","65A.xIA","Endemic (MDA not delivered)"
1325,"ETH18894","IA","65A.xIA","Non-endemic"
1326,"SLE42258","IA","65A.xIA","Endemic (under MDA)"
1327,"CIV15383","IA","65A.xIA","Endemic (under MDA)"
1328,"GHA21512","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1329,"CMR07531","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1330,"TCD10715","Rest","65B.xxA","Non-endemic"
1331,"TCD10754","IA","65A.xIA","Non-endemic"
1332,"TCD10712","Rest","65B.xxA","Non-endemic"
1333,"TCD10752","IA","65A.xIA","Non-endemic"
1334,"TCD10719","IA","65A.xIA","Endemic (under MDA)"
1335,"ETH18949","IA","65A.xIA","Non-endemic"
1336,"ETH18948","IA","65A.xIA","Non-endemic"
1337,"ETH18739","IA","65A.xIA","Non-endemic"
1338,"ETH18822","IA","65A.xIA","Non-endemic"
1339,"ETH18871","IA","65A.xIA","Non-endemic"
1340,"ETH18647","IA","65A.xIA","Non-endemic"
1341,"GIN22609","IA","65A.xIA","Non-endemic"
1342,"CIV15352","IA","65A.xIA","Endemic (under MDA)"
1343,"GHA21518","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1344,"ETH18924","IA","65A.xIA","Non-endemic"
1345,"ETH18743","IA","65A.xIA","Non-endemic"
1346,"ETH18591","IA","65A.xIA","Non-endemic"
1347,"ETH18575","IA","65A.xIA","Non-endemic"
1348,"ETH19098","IA","65A.xIA","Non-endemic"
1349,"SLE42256","IA","65A.xIA","Endemic (under MDA)"
1350,"GIN22621","IA","65A.xIA","Endemic (MDA not delivered)"
1351,"TGO48672","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1352,"NGA36899","IA","65A.xIA","Endemic (under MDA)"
1353,"CMR07532","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1354,"TCD10713","Rest","65B.xxA","Non-endemic"
1355,"ETH18654","IA","65A.xIA","Non-endemic"
1356,"ETH18501","IA","65A.xIA","Non-endemic"
1357,"GHA21528","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1358,"BEN03241","IA","65A.xIA","Non-endemic"
1359,"NGA36627","IA","65A.xIA","Endemic (under MDA)"
1360,"TCD10737","IA","65A.xIA","Endemic (under MDA)"
1361,"SSD44359","Rest","65B.xxA","Non-endemic"
1362,"SSD44377","IA","65A.xIA","Endemic (MDA not delivered)"
1363,"ETH18920","IA","65A.xIA","Non-endemic"
1364,"ETH18868","IA","65A.xIA","Non-endemic"
1365,"ETH19042","IA","65A.xIA","Non-endemic"
1366,"BEN03223","IA","65A.xIA","Non-endemic"
1367,"NGA37006","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1368,"NGA37007","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1369,"TCD10756","IA","65A.xIA","Non-endemic"
1370,"SSD44380","IA","65A.xIA","Endemic (MDA not delivered)"
1371,"ETH18694","IA","65A.xIA","Endemic (under MDA)"
1372,"GIN22637","IA","65A.xIA","Non-endemic"
1373,"GHA21521","IA","65A.xIA","Endemic (under MDA)"
1374,"TGO48676","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1375,"NGA36879","IA","65A.xIA","Endemic (MDA not delivered)"
1376,"NGA36893","IA","65A.xIA","Endemic (MDA not delivered)"
1377,"NGA37001","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1378,"TCD10759","IA","65A.xIA","Endemic (under MDA)"
1379,"SSD44373","IA","65A.xIA","Non-endemic"
1380,"ETH18741","IA","65A.xIA","Non-endemic"
1381,"ETH18742","IA","65A.xIA","Non-endemic"
1382,"ETH18551","IA","65A.xIA","Non-endemic"
1383,"ETH18541","IA","65A.xIA","Non-endemic"
1384,"ETH18502","IA","65A.xIA","Non-endemic"
1385,"ETH18707","IA","65A.xIA","Not reported"
1386,"ETH19111","IA","65A.xIA","Non-endemic"
1387,"GIN22616","IA","65A.xIA","Endemic (MDA not delivered)"
1388,"NGA36887","IA","65A.xIA","Endemic (MDA not delivered)"
1389,"NGA36695","IA","65A.xIA","Non-endemic"
1390,"NGA37015","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1391,"NGA37011","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1392,"NGA36429","IA","65A.xIA","Endemic (under MDA)"
1393,"NGA36362","IA","65A.xIA","Endemic (under MDA)"
1394,"NGA36355","IA","65A.xIA","Endemic (under MDA)"
1395,"TCD10758","IA","65A.xIA","Non-endemic"
1396,"CAF09636","Rest","65B.xxA","Endemicity unknown"
1397,"SSD44362","Rest","65B.xxA","Non-endemic"
1398,"SSD44369","Rest","65B.xxA","Endemic (MDA not delivered)"
1399,"ETH18697","IA","65A.xIA","Endemic (under MDA)"
1400,"ETH18971","IA","65A.xIA","Non-endemic"
1401,"ETH18817","IA","65A.xIA","Non-endemic"
1402,"ETH19033","IA","65A.xIA","Non-endemic"
1403,"ETH18515","IA","65A.xIA","Non-endemic"
1404,"ETH18912","IA","65A.xIA","Non-endemic"
1405,"GIN22623","IA","65A.xIA","Endemic (MDA not delivered)"
1406,"GHA21525","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1407,"CMR07537","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1408,"ETH18960","IA","65A.xIA","Non-endemic"
1409,"ETH19037","IA","65A.xIA","Non-endemic"
1410,"GIN22634","IA","65A.xIA","Non-endemic"
1411,"TGO48671","IA","65A.xIA","Non-endemic"
1412,"BEN03243","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1413,"NGA36693","IA","65A.xIA","Endemic (MDA not delivered)"
1414,"NGA36369","IA","65A.xIA","Endemic (under MDA)"
1415,"NGA36354","IA","65A.xIA","Endemic (under MDA)"
1416,"TCD10751","IA","65A.xIA","Non-endemic"
1417,"TCD10708","Rest","65B.xxA","Non-endemic"
1418,"SSD44358","Rest","65B.xxA","Endemic (MDA not delivered)"
1419,"ETH18774","IA","65A.xIA","Non-endemic"
1420,"ETH18884","IA","65A.xIA","Non-endemic"
1421,"ETH18932","IA","65A.xIA","Non-endemic"
1422,"ETH18803","IA","65A.xIA","Non-endemic"
1423,"SLE42257","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1424,"GIN22604","IA","65A.xIA","Endemic (MDA not delivered)"
1425,"GHA21514","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1426,"NGA36891","IA","65A.xIA","Endemic (under MDA)"
1427,"NGA36688","IA","65A.xIA","Endemic (MDA not delivered)"
1428,"NGA37013","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1429,"NGA37071","IA","65A.xIA","Endemic (under MDA)"
1430,"NGA36358","IA","65A.xIA","Endemic (under MDA)"
1431,"ETH18772","IA","65A.xIA","Non-endemic"
1432,"ETH18748","IA","65A.xIA","Non-endemic"
1433,"ETH18918","IA","65A.xIA","Non-endemic"
1434,"ETH18539","IA","65A.xIA","Non-endemic"
1435,"ETH19091","IA","65A.xIA","Non-endemic"
1436,"GHA21519","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1437,"NGA36882","Rest","65B.xxA","Non-endemic"
1438,"NGA36689","IA","65A.xIA","Endemic (MDA not delivered)"
1439,"NGA37008","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1440,"TCD10709","IA","65A.xIA","Endemic (under MDA)"
1441,"ETH18926","IA","65A.xIA","Non-endemic"
1442,"ETH18914","IA","65A.xIA","Non-endemic"
1443,"ETH18688","IA","65A.xIA","Endemic (under MDA)"
1444,"GHA21523","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1445,"GHA21524","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1446,"NGA36883","Rest","65B.xxA","Non-endemic"
1447,"NGA37017","IA","65A.xIA","Endemic (under post-intervention surveillance)"
